result_scope,p,L,steps,trials,master_seed,confidence,generation,density_mean,density_ci_low,density_ci_high,activity_mean,activity_ci_low,activity_ci_high,period_detected_fraction,period_detected_ci_low,period_detected_ci_high,detected_period_mean
empirical_finite_size,0.3,64,200,12,20260727,0.95,190,0.07523600260416667,0.06403555469859673,0.08643645050973661,0.05389404296875,0.04383209486699674,0.06395599107050326,0.0,0.0,0.0,
empirical_finite_size,0.3,64,200,12,20260727,0.95,200,0.0753173828125,0.06333623850841621,0.08729852711658379,0.056355794270833336,0.04524381673345404,0.06746777180821263,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,0,0.2996114095052083,0.2970211083577602,0.30220171065265644,,,,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,10,0.22014363606770834,0.21565431680674052,0.22463295532867616,0.20762125651041666,0.2022534361019021,0.2129890769189312,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,20,0.17461649576822916,0.16954495823419874,0.17968803330225958,0.1551055908203125,0.15046991556127212,0.15974126607935288,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,30,0.15289815266927084,0.14951266180524475,0.15628364353329693,0.13159688313802084,0.12868842103806882,0.13450534523797286,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,40,0.13709004720052084,0.13370125958245802,0.14047883481858367,0.11571248372395833,0.11226554220828694,0.11915942523962972,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,50,0.12743123372395834,0.1243641887422022,0.13049827870571448,0.1063995361328125,0.10372597490469243,0.10907309736093257,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,60,0.1173858642578125,0.11347714883689855,0.12129457967872645,0.09526570638020833,0.09172915903801748,0.09880225372239917,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,70,0.10691324869791667,0.10462265051754115,0.1092038468782922,0.085052490234375,0.08129516867844054,0.08880981179030946,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,80,0.10192362467447917,0.0995776053790086,0.10426964396994974,0.08072916666666667,0.07859569666418242,0.08286263666915092,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,90,0.097747802734375,0.09290477869445794,0.10259082677429206,0.07646687825520833,0.07130043132967985,0.08163332518073681,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,100,0.09397379557291667,0.08990389392665521,0.09804369721917813,0.0721893310546875,0.06773240906391227,0.07664625304546273,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,110,0.09131876627604167,0.08722942549810958,0.09540810705397376,0.07120259602864583,0.06680702149118703,0.07559817056610463,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,120,0.09070841471354167,0.08493579295341372,0.09648103647366962,0.06963094075520833,0.06415170919784743,0.07511017231256922,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,130,0.0855560302734375,0.08099100680715483,0.09012105373972017,0.0662994384765625,0.061485656965856235,0.07111321998726877,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,140,0.0834197998046875,0.07929200530208327,0.08754759430729173,0.06308492024739583,0.05960674294402219,0.06656309755076947,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,150,0.08056640625,0.07569912119074786,0.08543369130925214,0.059351603190104164,0.05473114648593999,0.06397205989426834,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,160,0.07754007975260417,0.0726272029457371,0.08245295655947124,0.0560302734375,0.050856504750941195,0.061204042124058805,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,170,0.07595316569010417,0.07080509943570341,0.08110123194450493,0.055287679036458336,0.05018618753814061,0.06038917053477606,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,180,0.07587178548177083,0.0695297156651068,0.08221385529843486,0.056447347005208336,0.050631578448588364,0.06226311556182831,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,190,0.07218424479166667,0.06458749452387141,0.07978099505946193,0.051411946614583336,0.044911378202707145,0.05791251502645953,0.0,0.0,0.0,
empirical_finite_size,0.3,128,200,12,20260727,0.95,200,0.07159932454427083,0.06515293151873054,0.07804571756981112,0.0519256591796875,0.04593132170795597,0.05791999665141903,0.0,0.0,0.0,
empirical_finite_size,0.5,32,200,12,20260727,0.95,0,0.4962565104166667,0.48794067012617454,0.5045723507071588,,,,0.3333333333333333,0.05475618297657597,0.6119104836900906,1.5
empirical_finite_size,0.5,32,200,12,20260727,0.95,10,0.20060221354166666,0.17991297891407373,0.22129144816925958,0.19173177083333334,0.17387994884135335,0.20958359282531333,0.3333333333333333,0.05475618297657597,0.6119104836900906,1.5
empirical_finite_size,0.5,32,200,12,20260727,0.95,20,0.15983072916666666,0.14564113743227589,0.17402032090105743,0.13525390625,0.11872908961660325,0.15177872288339675,0.3333333333333333,0.05475618297657597,0.6119104836900906,1.5
empirical_finite_size,0.5,32,200,12,20260727,0.95,30,0.14070638020833334,0.1198701074170293,0.16154265299963738,0.11848958333333333,0.09792835111234263,0.13905081555432403,0.3333333333333333,0.05475618297657597,0.6119104836900906,1.5
