candidate,population,pattern,attack_count,attacks_tried,excluded,witness_direction,witness_phase,witness_lane,witness_settled_generation,witness_period
sl6x6_303,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,4],[3,0],[3,2],[3,3],[4,1],[4,3],[4,5],[5,4],[5,5]]",264,4,True,SE,0,-4,86,1
sl6x6_304,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,4],[3,2],[3,4],[4,0],[4,2],[4,4],[4,5],[5,0],[5,1]]",272,2,True,SE,0,-8,143,2
sl6x6_305,16,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,4],[4,1],[4,2],[4,5],[5,4],[5,5]]",256,1,True,SE,0,-7,135,1
sl6x6_306,16,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,5],[4,0],[4,3],[4,4],[5,0],[5,1]]",256,2,True,SE,0,-8,77,1
sl6x6_307,16,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,4],[4,0],[4,1],[4,5],[5,0],[5,1],[5,4],[5,5]]",272,1,True,SE,0,-9,135,2
sl6x6_308,16,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[1,5],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1],[5,4],[5,5]]",288,1,True,SE,0,-9,113,1
sl6x6_309,16,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[2,5],[3,4],[3,5],[4,0],[4,1],[4,3],[5,0],[5,2],[5,3]]",272,1,True,SE,0,-9,301,2
sl6x6_310,16,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,1],[4,3],[4,4],[5,2],[5,4]]",264,1,True,SE,0,-7,82,1
sl6x6_311,16,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,5],[2,1],[2,2],[2,3],[2,4],[4,1],[4,2],[4,3],[4,4],[5,1],[5,4]]",272,1,True,SE,0,-8,102,1
sl6x6_312,16,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,2],[2,5],[3,2],[3,4],[4,1],[4,4],[4,5],[5,1],[5,2]]",264,1,True,SE,0,-8,119,2
sl6x6_313,17,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[3,0],[3,1],[3,3],[3,4],[4,0],[4,1],[4,3],[4,5],[5,4]]",264,2,True,SE,0,-7,156,1
sl6x6_314,17,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,5],[3,4],[4,0],[4,1],[4,3],[5,0],[5,1],[5,3],[5,4]]",272,3,True,SE,0,-7,149,1
sl6x6_315,17,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,3],[3,0],[3,1],[3,3],[3,4],[4,0],[4,2],[4,5],[5,3],[5,4]]",264,1,True,SE,0,-8,178,2
sl6x6_316,17,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,3],[3,0],[3,1],[3,3],[3,4],[4,0],[4,2],[4,5],[5,4],[5,5]]",272,1,True,SE,0,-8,424,2
sl6x6_317,17,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,2],[1,3],[1,5],[2,5],[3,1],[3,2],[3,4],[4,0],[4,2],[4,4],[4,5],[5,1]]",264,1,True,SE,0,-8,223,2
sl6x6_318,17,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,0],[3,0],[3,2],[3,3],[3,4],[4,1],[4,2],[4,5],[5,4],[5,5]]",264,1,True,SE,0,-7,92,1
sl6x6_319,17,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,1],[3,2],[3,3],[3,5],[4,0],[4,2],[4,4],[4,5],[5,0],[5,1]]",272,1,True,SE,0,-9,147,1
sl6x6_320,17,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,0],[2,4],[3,0],[3,2],[3,3],[4,1],[4,3],[4,5],[5,4],[5,5]]",264,2,True,SE,0,-6,66,1
sl6x6_321,17,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,4],[4,0],[4,2],[4,5],[5,1],[5,4],[5,5]]",264,1,True,SE,0,-8,94,2
sl6x6_322,17,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,0],[4,3],[4,4],[5,1],[5,2],[5,4]]",272,1,True,SE,0,-8,90,1
sl6x6_323,18,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[3,0],[3,1],[3,3],[3,4],[4,0],[4,1],[4,3],[4,5],[5,4],[5,5]]",272,2,True,SE,0,-7,77,1
sl6x6_324,18,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,3],[2,5],[3,0],[3,1],[3,2],[3,4],[4,0],[4,3],[5,1],[5,2]]",248,2,True,SE,0,-7,95,1
sl6x6_325,18,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[2,5],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1],[5,4],[5,5]]",280,2,True,SE,0,-8,89,1
sl6x6_326,18,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[3,0],[3,1],[3,2],[3,3],[4,0],[4,3],[4,5],[5,4],[5,5]]",272,1,True,SE,0,-8,215,1
sl6x6_327,18,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,2],[1,3],[1,5],[2,5],[3,1],[3,2],[3,4],[4,0],[4,2],[4,4],[4,5],[5,0],[5,1]]",272,1,True,SE,0,-9,117,1
sl6x6_328,18,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,1],[3,2],[3,3],[3,4],[4,0],[4,2],[4,5],[5,0],[5,1],[5,4],[5,5]]",280,1,True,SE,0,-9,164,1
sl6x6_329,18,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,1],[2,4],[2,5],[3,0],[3,1],[4,2],[4,3],[4,4],[4,5],[5,2],[5,5]]",264,1,True,SE,0,-7,67,1
sl6x6_330,18,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,4],[4,0],[4,2],[4,5],[5,0],[5,1],[5,4],[5,5]]",272,1,True,SE,0,-9,115,2
sl6x6_331,18,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,4],[3,1],[3,3],[4,0],[4,3],[4,5],[5,0],[5,1],[5,4],[5,5]]",288,2,True,SE,0,-8,471,2
